Rank,Journal
27624,Revista Critica de Ciencias Sociais
27625,Revista Mexicana de Oftalmologia
27626,Revue Archeologique de l'Est
27627,Revue de Philosophie Ancienne
27628,Revue de synthese / Centre international de synthese
27629,Revue d'Histoire Moderne et Contemporaine
27630,Revue Francaise d'Etudes Americaines
27631,Rigakuryoho Kagaku
27632,Rijksmuseum Bulletin
27633,Rubber World
27634,Russian Japanology Review
27635,Russian Studies in Literature
27636,Sartre Studies International
27637,Schweizerisches Archiv fur Volkskunde
27638,Scope
27639,Screen Printing
27640,Script and Print
27641,Sociologia e Ricerca Sociale
27642,South Central Review
27643,Southeast of Now
27644,Strategic Survey
27645,Studia Austriaca
27646,Studia Universitatis Cibiniensis
27647,Studies in Regional Science
27648,Synergies Chili
27649,Tabularia
27650,Taiwan Journal of Linguistics
27651,Technology Review
27652,Theatre History Studies
27653,Theologische Literaturzeitung
27654,Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde
27655,Transfer(Spain)
27656,Translational Research in Biomedicine
27657,UcoArte. Revista de Teoria e Historia del Arte
27658,Usuteaduslik Ajakiri
27659,VDI-Z Integrierte Produktion
27660,Wenshan Review of Literature and Culture
27661,Word and Image
27662,Yearbook of Ancient Greek Epic
27663,Zagadnienia Filozoficzne w Nauce
27664,Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte
27665,Zeitschrift fur Psychiatrie
27666,Zgodovina za Vse
27667,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns
27668,ABA Journal
27669,Acta Medico-Historica Rigensia
27670,Acta Stomatologica Naissi
27671,Advanced Composites Bulletin
27672,Advances in Alzheimer's Disease
27673,Aegyptus
27674,Africa(Italy)
27675,Agora - Estudos Classicos em Debate
27676,Algorithmic Finance
27677,American Literary Realism
27678,Amfiteater
27679,Anais de Historia de Alem-Mar
27680,Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti i Umjetnosti u Dubrovniku
27681,Ancient History Bulletin
27682,Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology
27683,Annales
27684,Annali di Studi Religiosi
27685,Apocrypha
27686,Archaeological Textiles Review
27687,Archaeology
27688,Architecture Research
27689,Archives
27690,Ars Judaica
27691,Art History and Criticism
27692,Arts of Asia
27693,Atemwegs- und Lungenkrankheiten
27694,Authorship
27695,Axon
27696,Baltic Linguistics
27697,Banking Law Journal
27698,Boletin de la Sociedad Espanola de Espeleologia y Ciencias del Karst
27699,Buddhist-Christian Studies
27700,Bulletin de liaison des membres de la Societe de geographie
27701,Bulletin de Philosophie Medievale
27702,Bulletin of the Plankton Society of Japan
27703,Cahiers de Lexicologie
27704,Cahiers d'Ethnomusicologie
27705,Cahiers du Genre
27706,Catalan Review
27707,Catholica
27708,Central Europe
27709,Chemical Fibers International
27710,Chemist
27711,Chirurgia Polska
27712,Choreographic Practices
27713,Chronique d'Egypte
27714,CIM Magazine
27715,Cincinnati Romance Review
27716,Cinemas d'Amerique Latine
27717,Cithara
27718,Clavier Companion
27719,Clean Air and Containment Review
27720,Coating International
27721,Cocuk Sagligi ve Hastaliklari Dergisi
27722,Communication
27723,Confrontation
27724,Consulting-Specifying Engineer
27725,Convergencias: Revista de Investigacao e Ensino das Artes
27726,Craniomaxillofacial Research and Innovation
27727,Critical Ethnic Studies
27728,Crusades
27729,Cuadernos de historia moderna
27730,Cuadernos del Cemyr
27731,Culture et Musees
27732,Dairy Industries International
27733,Dance Chronicle
27734,Dirasat Hispanicas
27735,Discursos Fotograficos
27736,Dostoevsky Journal
27737,Drug Delivery System
27738,Dubrovnik Annals
27739,East Asian science
27740,East European Jewish Affairs
27741,Edgar Allan Poe Review
27742,EEAG Report on the European Economy
27743,Ela
27744,ENR (Engineering News-Record)
27745,Erasmus of Rotterdam Society Yearbook
27746,ESP Across Cultures
27747,ESPES
27748,Esprit
27749,Estudos de Linguistica Galega
27750,Etudes Celtique
27751,European Journal of Musculoskeletal Diseases
27752,Existenzanalyse
27753,Experiment
27754,Eye - International Review of Graphic Design
27755,Faux Titre
27756,Fleischwirtschaft
27757,Future Anterior
27758,Galilaeana
27759,Gazette des Archives
27760,Genocide Studies International
27761,GEO: connexion
27762,German Life and Letters
27763,German Yearbook of International Law
27764,Global Sixties: An Interdisciplinary Journal
27765,Helios
27766,Historian
27767,Historical Review
27768,Historisk Tidskrift
27769,Hokkaido Journal of Orthopaedics and Traumatology
27770,Human Resource Management International Digest
27771,Hydrocarbon Processing
27772,In_Bo
27773,Incidenza dell' Antico
27774,Incontri Linguistici
27775,Indonesian Journal of Obstetrics and Gynecology
27776,International Conference on Digital Printing Technologies
27777,International Journal of Anglo-Indian Studies
27778,International Journal of Architectonic
27779,International Journal of Critical Pedagogy
27780,International Journal of Design in Society
27781,International Journal of Electrical Engineering
27782,International Journal of Pedagogy and Curriculum
27783,International Journal of the Society of Materials Engineering for Resources
27784,International Journal of Vehicle Safety
27785,International Ocean Systems
27786,International Review of Medical Practice
27787,Islamic Quarterly
27788,Japanese Journal of Clinical Chemistry
27789,Japanese Journal of Gastroenterological Surgery
27790,Journal fur Reproduktionsmedizin und Endokrinologie
27791,Journal of Anglo-Portuguese Studies
27792,Journal of Asian Humanities at Kyushu University
27793,Journal of China and International Relations
27794,Journal of Chinese Military History
27795,Journal of Forensic Medicine and Toxicology
27796,Journal of Indian Council of Philosophical Research
27797,Journal of Internal Medicine of Taiwan
27798,Journal of Interventional Radiology
27799,Journal of Jewish Ethics
27800,Journal of Multidisciplinary in Social Sciences
27801,Journal of New England Water Environment Association
27802,Journal of Slavic Linguistics
27803,Journal of Spacecraft Technology
27804,Journal of Taiwan Agricultural Engineering
27805,Journal of the Japan Research Association for Textile End-Uses
27806,Journal of the Medical Society of Toho University
27807,Journal of Water Law
27808,Karanos
27809,Knihy a Dejiny
27810,Kriminalistik
27811,Kronos
27812,La Mer
27813,Latin American Legal Studies
27814,Latvijas Universitites Zurnals Vesture
27815,Legal History Library
27816,Leibniz Review
27817,Letteratura e Letterature
27818,LIA Today
27819,Lias
27820,Libri(Turkey)
27821,Lietuvos Istorijos Studijos
27822,Literature-Film Quarterly
27823,Lithuanian historical studies / Lithuanian Institute of History
27824,LUMS Law Journal
27825,Magyar Filozofiai Szemle
27826,Masonry International
27827,Medieval Low Countries
27828,Medieval Sermon Studies
27829,Metal Casting Design and Purchasing
27830,Millennium DIPr
27831,Mitteilungen - Verbandes der Deutschen Hohlen- Und Karstforscher
27832,Moyen Francais
27833,Musica Tecnologia
27834,Musik und Kirche
27835,Muveszettorteneti Ertesito
27836,Nephrologie (Germany)
27837,New Zealand Journal of Asian Studies
27838,Nineteenth-Century Literature
27839,Nordic Wittgenstein Review
27840,Notes Konserwatorski
27841,Olba
27842,Opera Quarterly
27843,Oral Therapeutics and Pharmacology
27844,Orbit: A Journal of American Literature
27845,Osservatorio del Diritto Civile e Commerciale
27846,Otorhinolaryngology(Italy)
27847,Pacific Northwest Quarterly
27848,Packaging News
27849,Perspectives on Political Science
27850,Pharmaceutical Manufacturing and Packing Sourcer
27851,Philosophy Kitchen
27852,Physicist
27853,Plastics Engineering
27854,Polish American Studies
27855,Practice Nurse
27856,Pravny Obzor
27857,Proceedings of the Boston Area Colloquium in Ancient Philosophy
27858,Public Procurement Law Review
27859,Publicum
27860,R and D: Research and Development Kobe Steel Engineering Reports
27861,Radwaste Solutions
27862,Rassegna Storica del Risorgimento
27863,Restaurant Business
27864,Retina Today
27865,Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu
27866,Revista de Hispanismo Filosofico
27867,Revista Venezolana de Oncologia
27868,Revue du Rhumatisme (Edition Francaise)
27869,Revue Internationale de Droit Economique
27870,Revue Philosophique de Louvain
27871,Rivista Italiana di Ragioneria e di Economia Aziendale
27872,Rivista Storica dell'Antichita
27873,Rocznik Teologii Katolickiej
27874,Romance Philology
27875,Russian Law Journal
27876,Russian Studies in Philosophy
27877,Science Fiction Film and Television
27878,Sciences de l'Education pour l'Ere Nouvelle
27879,Scriblerian and the Kit-Cats
27880,Scripta Judaica Cracoviensia
27881,Sea Technology
27882,Semitica et Classica
27883,Shiyou Huagong Shebei/ Petro-Chemical Equipment
27884,Sixteenth Century Journal
27885,Societate si Politica
27886,Sokendai Review of Cultural and Social Studies
27887,Spenser Studies
27888,Studi Piemontesi
27889,Studi Secenteschi
27890,Studia Graeco-Arabica
27891,Studia Iranica
27892,Studia Leibnitiana
27893,Studia Mythologica Slavica
27894,Studia Neoaristotelica
27895,Studia Theodisca
27896,Studien zur Deutschen Sprache und Literatur
27897,Studies in the Literary Imagination
27898,Surgical Chronicles
27899,Taiwanese Journal of Agricultural Chemistry and Food Science
27900,Technai
27901,Textile View2 Magazine
27902,Tidskriftet Antropologi
27903,Tijdschrift voor Theologie
27904,TR News
27905,Transactions of the Ancient Monuments Society
27906,Transactions of the Cambridge Bibliographical Society
27907,Trasvases Entre la Literatura y el Cine
27908,Value Inquiry Book Series
27909,Verhaltenstherapie und Verhaltensmedizin
27910,Verwaltung
27911,Virginia Quarterly Review
27912,Visual Culture in Britain
27913,Vulcan
27914,West 86th
27915,Western Humanities Review
27916,WHO Drug Information
27917,Working Paper - Chr. Michelson Institute
27918,World Dredging
27919,World Literature Today
27920,World Scientific Studies in International Economics
27921,Yingxiang Kexue yu Guanghuaxue/Imaging Science and Photochemistry
27922,Zeitschrift fur Balkanologie
27923,Zeitschrift fur Gefassmedizin
27924,Zeitschrift fur Volkskunde
27925,ZEMCH International Conference
27926,Acta Asiatica Varsoviensia
27927,Acta Classica
27928,Acta Classica Universitatis Scientiarum Debreceniensis
27929,Acta Historica Tallinnensia
27930,Acta Literaria
27931,Acta Musei Napocensis
27932,Acta Poloniae Historica
27933,Acta Universitatis Lodziensis. Folia Archaeologica
27934,Actualizaciones en Osteologia
27935,Actuel Marx
27936,Ad Limina
27937,Ada User Journal
27938,Advances in Imaging and Electron Physics
27939,Aegaeum
27940,Aethiopica
27941,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche
27942,Afterall
27943,Agricultural Commodities
27944,AIChE
27945,Air Force Magazine
27946,Aither
27947,Ajalooline Ajakiri
27948,Akroterion
27949,Aleph
27950,American and British Studies Annual
27951,American City and County
27952,American Forests
27953,American Journal of Forensic Psychology
27954,American Journal of Numismatics
27955,American Nineteenth Century History
27956,American Poetry Review
27957,Anaesthesiology and Intensive Care
27958,Analele Banatului: Arheologie - Istorie
27959,Analele Universitatii din Craiova - Seria Istorie
27960,Anales de Historia del Arte
27961,Anales de Literatura Chilena
27962,Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia
27963,Annali dell'Istituto Storico Itali-Germanico in Trento
27964,Annali di Scienze Religiose
27965,Annals of the Naprstek Museum
27966,Annuaire Roumain d'Anthropologie
27967,Anos 90
27968,Antiguedad y Cristianismo
27969,Antike und Abendland
27970,Antiqvorvm Philosophia
27971,Appalachian Journal
27972,Arcadia
27973,Archeologia Classica
27974,Archeo-Nil
27975,Architecture d'Aujourd Hui
27976,Archiv fur Musikwissenschaft
27977,Archiv fur Reformationsgeschichte
27978,Archiv fur Volkerkunde
27979,Archives Juives
27980,Archives of American Art Journal
27981,Archivio Storico Italiano
27982,Archivium Hibernicum
27983,Archivo de Arte Valenciano
27984,Archivum Franciscanum Historicum
27985,Argumenta Philosophica
27986,Arion - Journal of Humanities and the Classics
27987,Arms and Armour
27988,Ars Adriatica
27989,Ars Aeterna
27990,Ars (Sao Paulo)
27991,Arti Musices
27992,ARTnews
27993,Arzneimitteltherapie
27994,Aschkenas
